reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
"Absolutely blew my mind. I'm designing whatever I can dream up, and then I can hold it in my hand! Get this! This is worth it, thingverse.com is going to be your best friend.",5.0,use painters tape!,B016R9E7J2,A1IJXXW5T2LM8T,Positive,34,174,"use painters tape! Absolutely blew my mind. I'm designing whatever I can dream up, and then I can hold it in my hand! Get this! This is worth it, thingverse.com is going to be your best friend.",Positive,0.9369,Positive,0.5375
"So far, so great! Working just as expected. It was a bit annoying to have to splice wires, I am not sure why that is necessary, but it worked out fine.",5.0,A bit more work than expected.,B0015NV5BE,A113I2Q8C9EC7I,Positive,31,151,"A bit more work than expected. So far, so great! Working just as expected. It was a bit annoying to have to splice wires, I am not sure why that is necessary, but it worked out fine.",Positive,0.534,Neutral,0.08518518518518518
"Great buy and it can be used in a variety of creative ways. I had received a garden hose to try out, so I purchased this nozzle to use with it since the one I owned was very old and leaky. I love this nozzle! It has so many different settings that I was amazed. Any task you could possibly want to do . . . there's a setting for it. A very high quality piece of workmanship, this nozzle looks like it will last for a very long time.",5.0,Works Great!,B00LH7FEE2,ADOC0854TIOU7,Positive,90,432,"Works Great! Great buy and it can be used in a variety of creative ways. I had received a garden hose to try out, so I purchased this nozzle to use with it since the one I owned was very old and leaky. I love this nozzle! It has so many different settings that I was amazed. Any task you could possibly want to do . . . there's a setting for it. A very high quality piece of workmanship, this nozzle looks like it will last for a very long time.",Positive,0.9715,Positive,0.3361818181818182
I ordered clips as needed for the panels. These work just great. Will probably order more in the near future.,5.0,THEY DO WHAT THEY ARE MADE FOR.,B0028TW2IE,A3S93POT0ZDIVD,Positive,20,109,THEY DO WHAT THEY ARE MADE FOR. I ordered clips as needed for the panels. These work just great. Will probably order more in the near future.,Positive,0.6249,Positive,0.35000000000000003
"This sheet is exactly what it says it is, and I found it to be in good condition when it arrived. By that, I mean it was pliable, not dehydrated, and its edges and surfaces were clean. I would have given it 5 stars except for the way it was labeled: the tag was stapled through one edge, about 1/2 in! If you intend to use this in strips, or you require a circle whose circumference approximates the full size of this sheet, you should know you will find the stapled area punctured and unable to seal.",4.0,"Good product, poorly labeled",B0074II2K6,A40VNOGQOTKE4,Positive,97,501,"Good product, poorly labeled This sheet is exactly what it says it is, and I found it to be in good condition when it arrived. By that, I mean it was pliable, not dehydrated, and its edges and surfaces were clean. I would have given it 5 stars except for the way it was labeled: the tag was stapled through one edge, about 1/2 in! If you intend to use this in strips, or you require a circle whose circumference approximates the full size of this sheet, you should know you will find the stapled area punctured and unable to seal.",Positive,0.8313,Positive,0.1557291666666667
"I had to increase the temp to 215C when printing, I found using a brim is best on this to get adhesion to my heated bed with glass cover. I would get it again when needing to print neon green models again. Printer used: Flsun mini klossel",4.0,fair buy,B01B5KO0D6,A10BQAVP22V9DG,Positive,47,238,"fair buy I had to increase the temp to 215C when printing, I found using a brim is best on this to get adhesion to my heated bed with glass cover. I would get it again when needing to print neon green models again. Printer used: Flsun mini klossel",Positive,0.8316,Positive,0.5
"Okay quality. Won't burn too easily. A little thin, but plenty of them in all different sizes. Good value.",4.0,Won't burn too easily. A little thin,B00WG2K3O8,A1NIXHRGNZ5KR9,Positive,19,106,"Won't burn too easily. A little thin Okay quality. Won't burn too easily. A little thin, but plenty of them in all different sizes. Good value.",Positive,0.7371,Neutral,0.0035714285714285587
"Have 2 on my 180 Gallon overflows, tight fit, no leaks, ordered these just in case, and found a use for them for the 55 gallon water barrel",5.0,they work great,B001EUG9PU,A1X7EJBHNST253,Positive,28,139,"they work great Have 2 on my 180 Gallon overflows, tight fit, no leaks, ordered these just in case, and found a use for them for the 55 gallon water barrel",Positive,0.6597,Positive,0.34047619047619043
This is our second Oreck Vac. First one is 15+ years old and workin great. These vacumes are light and easy to use. This one works well on wood floors. Seems fine on carpet.,4.0,Works very well,B001NDNV18,A6ZYJD905L4SH,Positive,34,173,Works very well This is our second Oreck Vac. First one is 15+ years old and workin great. These vacumes are light and easy to use. This one works well on wood floors. Seems fine on carpet.,Positive,0.9061,Positive,0.325
I use this with yeast nutrient to give fermentation a good kickstart and raise the ABV in store bought juices to make country wine.,5.0,Works well,B0064H0LRU,AAK5NV2FS0E8,Positive,24,131,Works well I use this with yeast nutrient to give fermentation a good kickstart and raise the ABV in store bought juices to make country wine.,Positive,0.6124,Positive,0.7
"The Dual Lock fastener is superb. It will hold anything that you can make the sticky back side adhere to. The locking strips will not separate accidentally, but use care in trying to attach the tape to a rough or wet surface.",5.0,What a great product!,B0141MQRGI,A1TS45JWJVOSSW,Positive,42,225,"What a great product! The Dual Lock fastener is superb. It will hold anything that you can make the sticky back side adhere to. The locking strips will not separate accidentally, but use care in trying to attach the tape to a rough or wet surface.",Positive,0.8809,Positive,0.36
ok,5.0,Five Stars,B01DQBP8BA,A2D62Q0YL8EVZK,Positive,1,2,Five Stars ok,Positive,0.296,Positive,0.5
Loctite has been around for years and always performs as it should. I trust the name. I use this on the small screws on hand guns and rifles which have a tendency to come loose from the shock of firing the gun.,5.0,Loctite has been around for years and always performs as ...,B006GOL5CQ,A3ULKL1YZ6CXM8,Positive,42,210,Loctite has been around for years and always performs as ... Loctite has been around for years and always performs as it should. I trust the name. I use this on the small screws on hand guns and rifles which have a tendency to come loose from the shock of firing the gun.,Negative,-0.4939,Negative,-0.16346153846153846
"This is such a good value. It displays more that just the current temperature, but also gives you the High and Low temperatures of the day. The humidity percentage works great also. I always keep it on my desk.",5.0,Excellent Value. Works Great.,B0013BKDO8,A3BZX66OF6ZYJK,Positive,39,210,"Excellent Value. Works Great. This is such a good value. It displays more that just the current temperature, but also gives you the High and Low temperatures of the day. The humidity percentage works great also. I always keep it on my desk.",Positive,0.9052,Positive,0.44
great deal,5.0,Five Stars,B007C5IH4C,APPH26IVJJ4ER,Positive,2,10,Five Stars great deal,Positive,0.6249,Positive,0.8
Decent tape for holding models.,4.0,Four Stars,B00DPEXKSW,A3QFNN826E09K1,Positive,5,31,Four Stars Decent tape for holding models.,Neutral,0.0,Positive,0.16666666666666666
Works as advertised,5.0,Five Stars,B000UVMKO8,AV6PMM5WWPJJK,Positive,3,19,Five Stars Works as advertised,Neutral,0.0,Neutral,0.0
ok i use it for soldering clean up mostly,4.0,Four Stars,B005DNQX3C,A1O3FYVHHWC8CJ,Positive,9,41,Four Stars ok i use it for soldering clean up mostly,Positive,0.5994,Positive,0.45555555555555555
Absolutely what I wanted and expected. Very professional service with timely delivery. Would Highly recommend!,5.0,Would Highly recommend!,B00004YSW8,A3LRDIKB1MRLST,Positive,15,110,Would Highly recommend! Absolutely what I wanted and expected. Very professional service with timely delivery. Would Highly recommend!,Positive,0.7327,Positive,0.12600000000000003
good,5.0,Five Stars,B006ROR6JQ,AJNPZ9K6QZ83C,Positive,1,4,Five Stars good,Positive,0.4404,Positive,0.7
"One of the most painful things to do for your 3D printer is clear a clog in the print head. Unfortunately these are a fact of life. I've used this eSUN cleaning filament many times (although the 1.75mm size), and it works well to get rid of stubborn jams. It basically cleans the bore of the nozzle of hardened plastic material, which is half the battle in getting things moving again. I recommend it. A little goes a long way.",5.0,A necessity of life for 3D printing...,B00O92RW92,AID41VA4JFLKA,Positive,80,427,"A necessity of life for 3D printing... One of the most painful things to do for your 3D printer is clear a clog in the print head. Unfortunately these are a fact of life. I've used this eSUN cleaning filament many times (although the 1.75mm size), and it works well to get rid of stubborn jams. It basically cleans the bore of the nozzle of hardened plastic material, which is half the battle in getting things moving again. I recommend it. A little goes a long way.",Negative,-0.6901,Neutral,-0.06302083333333333
"If you are moving/packing, this is a great buy! We found ourselves wrapping many more items that originally planned because putting wrap on was faster that boxing, and worked just as well, if not better! The only change I would suggest is getting handles that spin as it makes wrapping a little slower not having this feature.",5.0,This Plastic Wrap is a Must Have When Moving,B01BY3DW9W,A28TBINJYUBJTS,Positive,57,326,"This Plastic Wrap is a Must Have When Moving If you are moving/packing, this is a great buy! We found ourselves wrapping many more items that originally planned because putting wrap on was faster that boxing, and worked just as well, if not better! The only change I would suggest is getting handles that spin as it makes wrapping a little slower not having this feature.",Positive,0.6573,Positive,0.26785714285714285
perfect for my small pcb for my lantern from soda bottles thank,5.0,10Pcs 5 x 7 cm DIY Prototype Paper PCB...,B00ARTP1J4,A2I5QZXS0YTC1F,Positive,12,63,10Pcs 5 x 7 cm DIY Prototype Paper PCB... perfect for my small pcb for my lantern from soda bottles thank,Positive,0.7351,Positive,0.375
"I cannot imaging ever being without a roll of this stuff. I use it where most folks would use Duct Tape. When I really want fix that is permanent, I always pick this super adhesive metal tape.",5.0,"3M, of course!",B00DY9IXFI,A1OK2HVJ5ZJPE3,Positive,37,192,"3M, of course! I cannot imaging ever being without a roll of this stuff. I use it where most folks would use Duct Tape. When I really want fix that is permanent, I always pick this super adhesive metal tape.",Positive,0.7587,Positive,0.3444444444444444
